Nome,Número,Peso,Altura,Tipos,Habilidades,Habilidades Descrição,Habilidades URL,Url Pokémon,Evoluções,Evoluções Número,Evoluções URL
Cascoon,0268,11.5 kg (25.4 lbs),0.7 m (2′04″),Bug,Shed Skin, The Pokémon may heal its own status problems., https://pokemondb.net//ability/shed-skin,https://pokemondb.net/pokedex/cascoon,,,
Beautifly,0267,28.4 kg (62.6 lbs),1.0 m (3′03″),"Bug,Flying","Swarm,Rivalry"," Powers up Bug-type moves in a pinch., Deals more damage to a Pokémon of same gender."," https://pokemondb.net//ability/swarm, https://pokemondb.net//ability/rivalry",https://pokemondb.net/pokedex/beautifly,,,
Silcoon,0266,10.0 kg (22.0 lbs),0.6 m (2′00″),Bug,Shed Skin, The Pokémon may heal its own status problems., https://pokemondb.net//ability/shed-skin,https://pokemondb.net/pokedex/silcoon,,,
Wurmple,0265,3.6 kg (7.9 lbs),0.3 m (1′00″),Bug,"Shield Dust,Run Away"," Blocks the added effects of attacks taken., Enables a sure getaway from wild Pokémon."," https://pokemondb.net//ability/shield-dust, https://pokemondb.net//ability/run-away",https://pokemondb.net/pokedex/wurmple,,,
Mudkip,0258,7.6 kg (16.8 lbs),0.4 m (1′04″),Water,"Torrent,Damp"," Powers up Water-type moves in a pinch., Prevents the use of self-destructing moves."," https://pokemondb.net//ability/torrent, https://pokemondb.net//ability/damp",https://pokemondb.net/pokedex/mudkip,"Marshtomp,Swampert"," #0259, #0260"," https://pokemondb.net//pokedex/marshtomp, https://pokemondb.net//pokedex/swampert"
Blaziken,0257,52.0 kg (114.6 lbs),1.9 m (6′03″),"Fire,Fighting","Blaze,Speed Boost,Speed Boost"," Powers up Fire-type moves in a pinch., Its Speed stat is gradually boosted., Its Speed stat is gradually boosted."," https://pokemondb.net//ability/blaze, https://pokemondb.net//ability/speed-boost, https://pokemondb.net//ability/speed-boost",https://pokemondb.net/pokedex/blaziken,,,
Combusken,0256,19.5 kg (43.0 lbs),0.9 m (2′11″),"Fire,Fighting","Blaze,Speed Boost"," Powers up Fire-type moves in a pinch., Its Speed stat is gradually boosted."," https://pokemondb.net//ability/blaze, https://pokemondb.net//ability/speed-boost",https://pokemondb.net/pokedex/combusken,Blaziken, #0257," https://pokemondb.net//pokedex/combusken, https://pokemondb.net//pokedex/blaziken"
Grovyle,0253,21.6 kg (47.6 lbs),0.9 m (2′11″),Grass,"Overgrow,Unburden"," Powers up Grass-type moves in a pinch., Raises Speed if a held item is used."," https://pokemondb.net//ability/overgrow, https://pokemondb.net//ability/unburden",https://pokemondb.net/pokedex/grovyle,Sceptile, #0254," https://pokemondb.net//pokedex/grovyle, https://pokemondb.net//pokedex/sceptile"
Treecko,0252,5.0 kg (11.0 lbs),0.5 m (1′08″),Grass,"Overgrow,Unburden"," Powers up Grass-type moves in a pinch., Raises Speed if a held item is used."," https://pokemondb.net//ability/overgrow, https://pokemondb.net//ability/unburden",https://pokemondb.net/pokedex/treecko,"Grovyle,Sceptile"," #0253, #0254"," https://pokemondb.net//pokedex/grovyle, https://pokemondb.net//pokedex/sceptile"
Celebi,0251,5.0 kg (11.0 lbs),0.6 m (2′00″),"Psychic,Grass",Natural Cure, All status problems heal when it switches out., https://pokemondb.net//ability/natural-cure,https://pokemondb.net/pokedex/celebi,,,
Ho-oh,0250,199.0 kg (438.7 lbs),3.8 m (12′06″),"Fire,Flying","Pressure,Regenerator"," The Pokémon raises the foe's PP usage., Restores a little HP when withdrawn from battle."," https://pokemondb.net//ability/pressure, https://pokemondb.net//ability/regenerator",https://pokemondb.net/pokedex/ho-oh,,,
Lugia,0249,216.0 kg (476.2 lbs),5.2 m (17′01″),"Psychic,Flying","Pressure,Multiscale"," The Pokémon raises the foe's PP usage., Reduces damage when HP is full."," https://pokemondb.net//ability/pressure, https://pokemondb.net//ability/multiscale",https://pokemondb.net/pokedex/lugia,,,
Tyranitar,0248,202.0 kg (445.3 lbs),2.0 m (6′07″),"Rock,Dark","Sand Stream,Unnerve,Sand Stream"," The Pokémon summons a sandstorm in battle., Makes the foe nervous and unable to eat Berries., The Pokémon summons a sandstorm in battle."," https://pokemondb.net//ability/sand-stream, https://pokemondb.net//ability/unnerve, https://pokemondb.net//ability/sand-stream",https://pokemondb.net/pokedex/tyranitar,,,
Pupitar,0247,152.0 kg (335.1 lbs),1.2 m (3′11″),"Rock,Ground",Shed Skin, The Pokémon may heal its own status problems., https://pokemondb.net//ability/shed-skin,https://pokemondb.net/pokedex/pupitar,Tyranitar, #0248," https://pokemondb.net//pokedex/pupitar, https://pokemondb.net//pokedex/tyranitar"
Larvitar,0246,72.0 kg (158.7 lbs),0.6 m (2′00″),"Rock,Ground","Guts,Sand Veil"," Boosts Attack if there is a status problem., Boosts the Pokémon's evasion in a sandstorm."," https://pokemondb.net//ability/guts, https://pokemondb.net//ability/sand-veil",https://pokemondb.net/pokedex/larvitar,"Pupitar,Tyranitar"," #0247, #0248"," https://pokemondb.net//pokedex/pupitar, https://pokemondb.net//pokedex/tyranitar"
Suicune,0245,187.0 kg (412.3 lbs),2.0 m (6′07″),Water,"Pressure,Inner Focus"," The Pokémon raises the foe's PP usage., The Pokémon is protected from flinching."," https://pokemondb.net//ability/pressure, https://pokemondb.net//ability/inner-focus",https://pokemondb.net/pokedex/suicune,,,
Entei,0244,198.0 kg (436.5 lbs),2.1 m (6′11″),Fire,"Pressure,Inner Focus"," The Pokémon raises the foe's PP usage., The Pokémon is protected from flinching."," https://pokemondb.net//ability/pressure, https://pokemondb.net//ability/inner-focus",https://pokemondb.net/pokedex/entei,,,
Raikou,0243,178.0 kg (392.4 lbs),1.9 m (6′03″),Electric,"Pressure,Inner Focus"," The Pokémon raises the foe's PP usage., The Pokémon is protected from flinching."," https://pokemondb.net//ability/pressure, https://pokemondb.net//ability/inner-focus",https://pokemondb.net/pokedex/raikou,,,
Blissey,0242,46.8 kg (103.2 lbs),1.5 m (4′11″),Normal,"Natural Cure,Serene Grace,Healer"," All status problems heal when it switches out., Boosts the likelihood of added effects appearing., May heal an ally's status conditions."," https://pokemondb.net//ability/natural-cure, https://pokemondb.net//ability/serene-grace, https://pokemondb.net//ability/healer",https://pokemondb.net/pokedex/blissey,,,
Miltank,0241,75.5 kg (166.4 lbs),1.2 m (3′11″),Normal,"Thick Fat,Scrappy,Sap Sipper"," Ups resistance to Fire- and Ice-type moves., Enables moves to hit Ghost-type Pokémon., Boosts Attack when hit by a Grass-type move."," https://pokemondb.net//ability/thick-fat, https://pokemondb.net//ability/scrappy, https://pokemondb.net//ability/sap-sipper",https://pokemondb.net/pokedex/miltank,,,
Magby,0240,21.4 kg (47.2 lbs),0.7 m (2′04″),Fire,"Flame Body,Vital Spirit"," Contact with the Pokémon may burn the attacker., Prevents the Pokémon from falling asleep."," https://pokemondb.net//ability/flame-body, https://pokemondb.net//ability/vital-spirit",https://pokemondb.net/pokedex/magby,"Magmar,Magmortar"," #0126, #0467"," https://pokemondb.net//pokedex/magmar, https://pokemondb.net//pokedex/magmortar"
Porygon2,0233,32.5 kg (71.7 lbs),0.6 m (2′00″),Normal,"Trace,Download,Analytic"," The Pokémon copies a foe's Ability., Adjusts power according to a foe's defenses., Boosts move power when the Pokémon moves last."," https://pokemondb.net//ability/trace, https://pokemondb.net//ability/download, https://pokemondb.net//ability/analytic",https://pokemondb.net/pokedex/porygon2,Porygon-Z, #0474," https://pokemondb.net//pokedex/porygon2, https://pokemondb.net//pokedex/porygon-z"
Donphan,0232,120.0 kg (264.6 lbs),1.1 m (3′07″),Ground,"Sturdy,Sand Veil"," It cannot be knocked out with one hit., Boosts the Pokémon's evasion in a sandstorm."," https://pokemondb.net//ability/sturdy, https://pokemondb.net//ability/sand-veil",https://pokemondb.net/pokedex/donphan,,,
Phanpy,0231,33.5 kg (73.9 lbs),0.5 m (1′08″),Ground,"Pickup,Sand Veil"," The Pokémon may pick up items., Boosts the Pokémon's evasion in a sandstorm."," https://pokemondb.net//ability/pickup, https://pokemondb.net//ability/sand-veil",https://pokemondb.net/pokedex/phanpy,Donphan, #0232, https://pokemondb.net//pokedex/donphan
Kingdra,0230,152.0 kg (335.1 lbs),1.8 m (5′11″),"Water,Dragon","Swift Swim,Sniper,Damp"," Boosts the Pokémon's Speed in rain., Powers up moves if they become critical hits., Prevents the use of self-destructing moves."," https://pokemondb.net//ability/swift-swim, https://pokemondb.net//ability/sniper, https://pokemondb.net//ability/damp",https://pokemondb.net/pokedex/kingdra,,,
Houndoom,0229,35.0 kg (77.2 lbs),1.4 m (4′07″),"Dark,Fire","Early Bird,Flash Fire,Unnerve,Solar Power"," The Pokémon awakens quickly from sleep., It powers up Fire-type moves if it's hit by one., Makes the foe nervous and unable to eat Berries., In sunshine, Sp. Atk is boosted but HP decreases."," https://pokemondb.net//ability/early-bird, https://pokemondb.net//ability/flash-fire, https://pokemondb.net//ability/unnerve, https://pokemondb.net//ability/solar-power",https://pokemondb.net/pokedex/houndoom,,,
Houndour,0228,10.8 kg (23.8 lbs),0.6 m (2′00″),"Dark,Fire","Early Bird,Flash Fire,Unnerve"," The Pokémon awakens quickly from sleep., It powers up Fire-type moves if it's hit by one., Makes the foe nervous and unable to eat Berries."," https://pokemondb.net//ability/early-bird, https://pokemondb.net//ability/flash-fire, https://pokemondb.net//ability/unnerve",https://pokemondb.net/pokedex/houndour,Houndoom, #0229, https://pokemondb.net//pokedex/houndoom
Skarmory,0227,50.5 kg (111.3 lbs),1.7 m (5′07″),"Steel,Flying","Keen Eye,Sturdy,Weak Armor"," Prevents other Pokémon from lowering accuracy., It cannot be knocked out with one hit., Physical attacks lower Defense and raise Speed."," https://pokemondb.net//ability/keen-eye, https://pokemondb.net//ability/sturdy, https://pokemondb.net//ability/weak-armor",https://pokemondb.net/pokedex/skarmory,,,
Mantine,0226,220.0 kg (485.0 lbs),2.1 m (6′11″),"Water,Flying","Swift Swim,Water Absorb,Water Veil"," Boosts the Pokémon's Speed in rain., Restores HP if hit by a Water-type move., Prevents the Pokémon from getting a burn."," https://pokemondb.net//ability/swift-swim, https://pokemondb.net//ability/water-absorb, https://pokemondb.net//ability/water-veil",https://pokemondb.net/pokedex/mantine,,,
Delibird,0225,16.0 kg (35.3 lbs),0.9 m (2′11″),"Ice,Flying","Vital Spirit,Hustle,Insomnia"," Prevents the Pokémon from falling asleep., Boosts the Attack stat, but lowers accuracy., Prevents the Pokémon from falling asleep."," https://pokemondb.net//ability/vital-spirit, https://pokemondb.net//ability/hustle, https://pokemondb.net//ability/insomnia",https://pokemondb.net/pokedex/delibird,,,
Octillery,0224,28.5 kg (62.8 lbs),0.9 m (2′11″),Water,"Suction Cups,Sniper,Moody"," Negates all moves that force switching out., Powers up moves if they become critical hits., Raises one stat and lowers another."," https://pokemondb.net//ability/suction-cups, https://pokemondb.net//ability/sniper, https://pokemondb.net//ability/moody",https://pokemondb.net/pokedex/octillery,,,
Remoraid,0223,12.0 kg (26.5 lbs),0.6 m (2′00″),Water,"Hustle,Sniper,Moody"," Boosts the Attack stat, but lowers accuracy., Powers up moves if they become critical hits., Raises one stat and lowers another."," https://pokemondb.net//ability/hustle, https://pokemondb.net//ability/sniper, https://pokemondb.net//ability/moody",https://pokemondb.net/pokedex/remoraid,Octillery, #0224, https://pokemondb.net//pokedex/octillery
Corsola,0222,5.0 kg (11.0 lbs),0.6 m (2′00″),"Water,Rock","Hustle,Natural Cure,Regenerator,Weak Armor,Cursed Body"," Boosts the Attack stat, but lowers accuracy., All status problems heal when it switches out., Restores a little HP when withdrawn from battle., Physical attacks lower Defense and raise Speed., May disable a move used on the Pokémon."," https://pokemondb.net//ability/hustle, https://pokemondb.net//ability/natural-cure, https://pokemondb.net//ability/regenerator, https://pokemondb.net//ability/weak-armor, https://pokemondb.net//ability/cursed-body",https://pokemondb.net/pokedex/corsola,Cursola, #0864, https://pokemondb.net//pokedex/cursola
Piloswine,0221,55.8 kg (123.0 lbs),1.1 m (3′07″),"Ice,Ground","Oblivious,Snow Cloak,Thick Fat"," Prevents it from becoming infatuated., Raises evasion in a hailstorm., Ups resistance to Fire- and Ice-type moves."," https://pokemondb.net//ability/oblivious, https://pokemondb.net//ability/snow-cloak, https://pokemondb.net//ability/thick-fat",https://pokemondb.net/pokedex/piloswine,Mamoswine, #0473," https://pokemondb.net//pokedex/piloswine, https://pokemondb.net//pokedex/mamoswine"
Swinub,0220,6.5 kg (14.3 lbs),0.4 m (1′04″),"Ice,Ground","Oblivious,Snow Cloak,Thick Fat"," Prevents it from becoming infatuated., Raises evasion in a hailstorm., Ups resistance to Fire- and Ice-type moves."," https://pokemondb.net//ability/oblivious, https://pokemondb.net//ability/snow-cloak, https://pokemondb.net//ability/thick-fat",https://pokemondb.net/pokedex/swinub,"Piloswine,Mamoswine"," #0221, #0473"," https://pokemondb.net//pokedex/piloswine, https://pokemondb.net//pokedex/mamoswine"
Ursaring,0217,125.8 kg (277.3 lbs),1.8 m (5′11″),Normal,"Guts,Quick Feet,Unnerve"," Boosts Attack if there is a status problem., Boosts Speed if there is a status problem., Makes the foe nervous and unable to eat Berries."," https://pokemondb.net//ability/guts, https://pokemondb.net//ability/quick-feet, https://pokemondb.net//ability/unnerve",https://pokemondb.net/pokedex/ursaring,Ursaluna, #0901," https://pokemondb.net//pokedex/ursaring, https://pokemondb.net//pokedex/ursaluna"
Teddiursa,0216,8.8 kg (19.4 lbs),0.6 m (2′00″),Normal,"Pickup,Quick Feet,Honey Gather"," The Pokémon may pick up items., Boosts Speed if there is a status problem., The Pokémon may gather Honey from somewhere."," https://pokemondb.net//ability/pickup, https://pokemondb.net//ability/quick-feet, https://pokemondb.net//ability/honey-gather",https://pokemondb.net/pokedex/teddiursa,"Ursaring,Ursaluna"," #0217, #0901"," https://pokemondb.net//pokedex/ursaring, https://pokemondb.net//pokedex/ursaluna"
Sneasel,0215,28.0 kg (61.7 lbs),0.9 m (2′11″),"Dark,Ice","Inner Focus,Keen Eye,Pickpocket,Inner Focus,Keen Eye,Pickpocket"," The Pokémon is protected from flinching., Prevents other Pokémon from lowering accuracy., Steals an item when hit by another Pokémon., The Pokémon is protected from flinching., Prevents other Pokémon from lowering accuracy., Steals an item when hit by another Pokémon."," https://pokemondb.net//ability/inner-focus, https://pokemondb.net//ability/keen-eye, https://pokemondb.net//ability/pickpocket, https://pokemondb.net//ability/inner-focus, https://pokemondb.net//ability/keen-eye, https://pokemondb.net//ability/pickpocket",https://pokemondb.net/pokedex/sneasel,Sneasler, #0903," https://pokemondb.net//pokedex/weavile, https://pokemondb.net//pokedex/sneasel, https://pokemondb.net//pokedex/sneasler"
Steelix,0208,400.0 kg (881.8 lbs),9.2 m (30′02″),"Steel,Ground","Rock Head,Sturdy,Sheer Force,Sand Force"," Protects the Pokémon from recoil damage., It cannot be knocked out with one hit., Removes added effects to increase move damage., Boosts certain moves' power in a sandstorm."," https://pokemondb.net//ability/rock-head, https://pokemondb.net//ability/sturdy, https://pokemondb.net//ability/sheer-force, https://pokemondb.net//ability/sand-force",https://pokemondb.net/pokedex/steelix,,,
Forretress,0205,125.8 kg (277.3 lbs),1.2 m (3′11″),"Bug,Steel","Sturdy,Overcoat"," It cannot be knocked out with one hit., Protects the Pokémon from weather damage."," https://pokemondb.net//ability/sturdy, https://pokemondb.net//ability/overcoat",https://pokemondb.net/pokedex/forretress,,,
Pineco,0204,7.2 kg (15.9 lbs),0.6 m (2′00″),Bug,"Sturdy,Overcoat"," It cannot be knocked out with one hit., Protects the Pokémon from weather damage."," https://pokemondb.net//ability/sturdy, https://pokemondb.net//ability/overcoat",https://pokemondb.net/pokedex/pineco,Forretress, #0205, https://pokemondb.net//pokedex/forretress
Girafarig,0203,41.5 kg (91.5 lbs),1.5 m (4′11″),"Normal,Psychic","Inner Focus,Early Bird,Sap Sipper"," The Pokémon is protected from flinching., The Pokémon awakens quickly from sleep., Boosts Attack when hit by a Grass-type move."," https://pokemondb.net//ability/inner-focus, https://pokemondb.net//ability/early-bird, https://pokemondb.net//ability/sap-sipper",https://pokemondb.net/pokedex/girafarig,Farigiraf, #0981, https://pokemondb.net//pokedex/farigiraf
Wobbuffet,0202,28.5 kg (62.8 lbs),1.3 m (4′03″),Psychic,"Shadow Tag,Telepathy"," Prevents the foe from escaping., Anticipates an ally's attack and dodges it."," https://pokemondb.net//ability/shadow-tag, https://pokemondb.net//ability/telepathy",https://pokemondb.net/pokedex/wobbuffet,,,
Unown,0201,5.0 kg (11.0 lbs),0.5 m (1′08″),Psychic,Levitate, Gives immunity to Ground type moves., https://pokemondb.net//ability/levitate,https://pokemondb.net/pokedex/unown,,,
Misdreavus,0200,1.0 kg (2.2 lbs),0.7 m (2′04″),Ghost,Levitate, Gives immunity to Ground type moves., https://pokemondb.net//ability/levitate,https://pokemondb.net/pokedex/misdreavus,Mismagius, #0429, https://pokemondb.net//pokedex/mismagius
Slowking,0199,79.5 kg (175.3 lbs),2.0 m (6′07″),"Water,Psychic","Oblivious,Own Tempo,Regenerator,Curious Medicine,Own Tempo,Regenerator"," Prevents it from becoming infatuated., Prevents the Pokémon from becoming confused., Restores a little HP when withdrawn from battle., Resets all stat changes upon entering battlefield., Prevents the Pokémon from becoming confused., Restores a little HP when withdrawn from battle."," https://pokemondb.net//ability/oblivious, https://pokemondb.net//ability/own-tempo, https://pokemondb.net//ability/regenerator, https://pokemondb.net//ability/curious-medicine, https://pokemondb.net//ability/own-tempo, https://pokemondb.net//ability/regenerator",https://pokemondb.net/pokedex/slowking,Slowpoke, #0079, https://pokemondb.net//pokedex/slowpoke
Murkrow,0198,2.1 kg (4.6 lbs),0.5 m (1′08″),"Dark,Flying","Insomnia,Super Luck,Prankster"," Prevents the Pokémon from falling asleep., Heightens the critical-hit ratios of moves., Gives priority to a status move."," https://pokemondb.net//ability/insomnia, https://pokemondb.net//ability/super-luck, https://pokemondb.net//ability/prankster",https://pokemondb.net/pokedex/murkrow,Honchkrow, #0430, https://pokemondb.net//pokedex/honchkrow
Umbreon,0197,27.0 kg (59.5 lbs),1.0 m (3′03″),Dark,"Synchronize,Inner Focus"," Passes a burn, poison, or paralysis to the foe., The Pokémon is protected from flinching."," https://pokemondb.net//ability/synchronize, https://pokemondb.net//ability/inner-focus",https://pokemondb.net/pokedex/umbreon,,,
Espeon,0196,26.5 kg (58.4 lbs),0.9 m (2′11″),Psychic,"Synchronize,Magic Bounce"," Passes a burn, poison, or paralysis to the foe., Reflects status- changing moves."," https://pokemondb.net//ability/synchronize, https://pokemondb.net//ability/magic-bounce",https://pokemondb.net/pokedex/espeon,,,
Quagsire,0195,75.0 kg (165.3 lbs),1.4 m (4′07″),"Water,Ground","Damp,Water Absorb,Unaware"," Prevents the use of self-destructing moves., Restores HP if hit by a Water-type move., Ignores any stat changes in the Pokémon."," https://pokemondb.net//ability/damp, https://pokemondb.net//ability/water-absorb, https://pokemondb.net//ability/unaware",https://pokemondb.net/pokedex/quagsire,"Wooper,Clodsire"," #0194, #0980"," https://pokemondb.net//pokedex/quagsire, https://pokemondb.net//pokedex/wooper, https://pokemondb.net//pokedex/clodsire"
Wooper,0194,8.5 kg (18.7 lbs),0.4 m (1′04″),"Water,Ground","Damp,Water Absorb,Unaware,Poison Point,Water Absorb,Unaware"," Prevents the use of self-destructing moves., Restores HP if hit by a Water-type move., Ignores any stat changes in the Pokémon., Contact with the Pokémon may poison the attacker., Restores HP if hit by a Water-type move., Ignores any stat changes in the Pokémon."," https://pokemondb.net//ability/damp, https://pokemondb.net//ability/water-absorb, https://pokemondb.net//ability/unaware, https://pokemondb.net//ability/poison-point, https://pokemondb.net//ability/water-absorb, https://pokemondb.net//ability/unaware",https://pokemondb.net/pokedex/wooper,Clodsire, #0980," https://pokemondb.net//pokedex/quagsire, https://pokemondb.net//pokedex/wooper, https://pokemondb.net//pokedex/clodsire"
Yanma,0193,38.0 kg (83.8 lbs),1.2 m (3′11″),"Bug,Flying","Speed Boost,Compound Eyes,Frisk"," Its Speed stat is gradually boosted., The Pokémon's accuracy is boosted., The Pokémon can check a foe's held item."," https://pokemondb.net//ability/speed-boost, https://pokemondb.net//ability/compound-eyes, https://pokemondb.net//ability/frisk",https://pokemondb.net/pokedex/yanma,Yanmega, #0469, https://pokemondb.net//pokedex/yanmega
Xatu,0178,15.0 kg (33.1 lbs),1.5 m (4′11″),"Psychic,Flying","Synchronize,Early Bird,Magic Bounce"," Passes a burn, poison, or paralysis to the foe., The Pokémon awakens quickly from sleep., Reflects status- changing moves."," https://pokemondb.net//ability/synchronize, https://pokemondb.net//ability/early-bird, https://pokemondb.net//ability/magic-bounce",https://pokemondb.net/pokedex/xatu,,,
Natu,0177,2.0 kg (4.4 lbs),0.2 m (0′08″),"Psychic,Flying","Synchronize,Early Bird,Magic Bounce"," Passes a burn, poison, or paralysis to the foe., The Pokémon awakens quickly from sleep., Reflects status- changing moves."," https://pokemondb.net//ability/synchronize, https://pokemondb.net//ability/early-bird, https://pokemondb.net//ability/magic-bounce",https://pokemondb.net/pokedex/natu,Xatu, #0178, https://pokemondb.net//pokedex/xatu
Togetic,0176,3.2 kg (7.1 lbs),0.6 m (2′00″),"Fairy,Flying","Hustle,Serene Grace,Super Luck"," Boosts the Attack stat, but lowers accuracy., Boosts the likelihood of added effects appearing., Heightens the critical-hit ratios of moves."," https://pokemondb.net//ability/hustle, https://pokemondb.net//ability/serene-grace, https://pokemondb.net//ability/super-luck",https://pokemondb.net/pokedex/togetic,Togekiss, #0468," https://pokemondb.net//pokedex/togetic, https://pokemondb.net//pokedex/togekiss"
Togepi,0175,1.5 kg (3.3 lbs),0.3 m (1′00″),Fairy,"Hustle,Serene Grace,Super Luck"," Boosts the Attack stat, but lowers accuracy., Boosts the likelihood of added effects appearing., Heightens the critical-hit ratios of moves."," https://pokemondb.net//ability/hustle, https://pokemondb.net//ability/serene-grace, https://pokemondb.net//ability/super-luck",https://pokemondb.net/pokedex/togepi,"Togetic,Togekiss"," #0176, #0468"," https://pokemondb.net//pokedex/togetic, https://pokemondb.net//pokedex/togekiss"
Igglybuff,0174,1.0 kg (2.2 lbs),0.3 m (1′00″),"Normal,Fairy","Cute Charm,Competitive,Friend Guard"," Contact with the Pokémon may cause infatuation., Sharply raises Special Attack when the Pokémon's stats are lowered., Reduces damage done to allies."," https://pokemondb.net//ability/cute-charm, https://pokemondb.net//ability/competitive, https://pokemondb.net//ability/friend-guard",https://pokemondb.net/pokedex/igglybuff,"Jigglypuff,Wigglytuff"," #0039, #0040"," https://pokemondb.net//pokedex/jigglypuff, https://pokemondb.net//pokedex/wigglytuff"
Cleffa,0173,3.0 kg (6.6 lbs),0.3 m (1′00″),Fairy,"Cute Charm,Magic Guard,Friend Guard"," Contact with the Pokémon may cause infatuation., Protects the Pokémon from indirect damage., Reduces damage done to allies."," https://pokemondb.net//ability/cute-charm, https://pokemondb.net//ability/magic-guard, https://pokemondb.net//ability/friend-guard",https://pokemondb.net/pokedex/cleffa,"Clefairy,Clefable"," #0035, #0036"," https://pokemondb.net//pokedex/clefairy, https://pokemondb.net//pokedex/clefable"
Pichu,0172,2.0 kg (4.4 lbs),0.3 m (1′00″),Electric,"Static,Lightning Rod"," Contact with the Pokémon may cause paralysis., Draws in all Electric-type moves to up Sp. Attack."," https://pokemondb.net//ability/static, https://pokemondb.net//ability/lightning-rod",https://pokemondb.net/pokedex/pichu,Pikachu, #0025, https://pokemondb.net//pokedex/pikachu
Lanturn,0171,22.5 kg (49.6 lbs),1.2 m (3′11″),"Water,Electric","Volt Absorb,Illuminate,Water Absorb"," Restores HP if hit by an Electric-type move., Raises the likelihood of meeting wild Pokémon., Restores HP if hit by a Water-type move."," https://pokemondb.net//ability/volt-absorb, https://pokemondb.net//ability/illuminate, https://pokemondb.net//ability/water-absorb",https://pokemondb.net/pokedex/lanturn,,,
Chinchou,0170,12.0 kg (26.5 lbs),0.5 m (1′08″),"Water,Electric","Volt Absorb,Illuminate,Water Absorb"," Restores HP if hit by an Electric-type move., Raises the likelihood of meeting wild Pokémon., Restores HP if hit by a Water-type move."," https://pokemondb.net//ability/volt-absorb, https://pokemondb.net//ability/illuminate, https://pokemondb.net//ability/water-absorb",https://pokemondb.net/pokedex/chinchou,Lanturn, #0171, https://pokemondb.net//pokedex/lanturn
Crobat,0169,75.0 kg (165.3 lbs),1.8 m (5′11″),"Poison,Flying","Inner Focus,Infiltrator"," The Pokémon is protected from flinching., Passes through the foe's barrier and strikes."," https://pokemondb.net//ability/inner-focus, https://pokemondb.net//ability/infiltrator",https://pokemondb.net/pokedex/crobat,,,
Ariados,0168,33.5 kg (73.9 lbs),1.1 m (3′07″),"Bug,Poison","Swarm,Insomnia,Sniper"," Powers up Bug-type moves in a pinch., Prevents the Pokémon from falling asleep., Powers up moves if they become critical hits."," https://pokemondb.net//ability/swarm, https://pokemondb.net//ability/insomnia, https://pokemondb.net//ability/sniper",https://pokemondb.net/pokedex/ariados,,,
Spinarak,0167,8.5 kg (18.7 lbs),0.5 m (1′08″),"Bug,Poison","Swarm,Insomnia,Sniper"," Powers up Bug-type moves in a pinch., Prevents the Pokémon from falling asleep., Powers up moves if they become critical hits."," https://pokemondb.net//ability/swarm, https://pokemondb.net//ability/insomnia, https://pokemondb.net//ability/sniper",https://pokemondb.net/pokedex/spinarak,Ariados, #0168, https://pokemondb.net//pokedex/ariados
Ledian,0166,35.6 kg (78.5 lbs),1.4 m (4′07″),"Bug,Flying","Swarm,Early Bird,Iron Fist"," Powers up Bug-type moves in a pinch., The Pokémon awakens quickly from sleep., Boosts the power of punching moves."," https://pokemondb.net//ability/swarm, https://pokemondb.net//ability/early-bird, https://pokemondb.net//ability/iron-fist",https://pokemondb.net/pokedex/ledian,,,
Hoothoot,0163,21.2 kg (46.7 lbs),0.7 m (2′04″),"Normal,Flying","Insomnia,Keen Eye,Tinted Lens"," Prevents the Pokémon from falling asleep., Prevents other Pokémon from lowering accuracy., Powers up “not very effective” moves."," https://pokemondb.net//ability/insomnia, https://pokemondb.net//ability/keen-eye, https://pokemondb.net//ability/tinted-lens",https://pokemondb.net/pokedex/hoothoot,Noctowl, #0164, https://pokemondb.net//pokedex/noctowl
Furret,0162,32.5 kg (71.7 lbs),1.8 m (5′11″),Normal,"Run Away,Keen Eye,Frisk"," Enables a sure getaway from wild Pokémon., Prevents other Pokémon from lowering accuracy., The Pokémon can check a foe's held item."," https://pokemondb.net//ability/run-away, https://pokemondb.net//ability/keen-eye, https://pokemondb.net//ability/frisk",https://pokemondb.net/pokedex/furret,,,
Sentret,0161,6.0 kg (13.2 lbs),0.8 m (2′07″),Normal,"Run Away,Keen Eye,Frisk"," Enables a sure getaway from wild Pokémon., Prevents other Pokémon from lowering accuracy., The Pokémon can check a foe's held item."," https://pokemondb.net//ability/run-away, https://pokemondb.net//ability/keen-eye, https://pokemondb.net//ability/frisk",https://pokemondb.net/pokedex/sentret,Furret, #0162, https://pokemondb.net//pokedex/furret
Feraligatr,0160,88.8 kg (195.8 lbs),2.3 m (7′07″),Water,"Torrent,Sheer Force"," Powers up Water-type moves in a pinch., Removes added effects to increase move damage."," https://pokemondb.net//ability/torrent, https://pokemondb.net//ability/sheer-force",https://pokemondb.net/pokedex/feraligatr,,,
Croconaw,0159,25.0 kg (55.1 lbs),1.1 m (3′07″),Water,"Torrent,Sheer Force"," Powers up Water-type moves in a pinch., Removes added effects to increase move damage."," https://pokemondb.net//ability/torrent, https://pokemondb.net//ability/sheer-force",https://pokemondb.net/pokedex/croconaw,Feraligatr, #0160," https://pokemondb.net//pokedex/croconaw, https://pokemondb.net//pokedex/feraligatr"
